extension,contact_id,organization_id,vanity_number,number_type,department,service_id,location_id,id,country_prefix
,,,,,,,,,
extension,contact_id,organization_id,vanity_number,number_type,department,service_id,location_id,id,country_prefix
,,,,,,,,,
